	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	diagnostic_odds_ratio	accuracy	informedness	f1_score	markedness	threat_score	specificity	recall	false_omission_rate	miss_rate	fall_out	negative_predictive_value	prevalence	precision	false_discovery_rate	prevalence_threshold	balanced_accuracy	positive_likelyhood_ratio	matthews_correlation_coefficient	fowlkes_mallows_index	negative_likelyhood_ratio	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
0	train	0.1288612562635842	1.0	False	False	55.06819556660204	0.5619881414596509	0.12397628291930185	0.22422705342179225	0.5128193655742825	0.1262701145739732	0.9973746672822655	0.1266016156370363	0.4668649591648029	0.8733983843629637	0.002625332717734463	0.5331350408351971	0.5	0.9796843247390854	0.0203156752609146	0.12587667446558568	0.5619881414596509	48.22307465329098	0.25214566970886915	0.35217838991943723	0.8756973813490537	0.9258644529538652	0.9180978943959719	0.08138227462768555	0.16833949089050293	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.238478899002075	1.840139627456665	1.9788742065429688e-05	2.6226043701171875e-06	Walklets CBOW	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	60.15535726779694	0.5619747801513377	0.12394956030267545	0.22387300672232574	0.5144908936684724	0.12604560798278805	0.9976016509565508	0.12634790934612453	0.4668806112323381	0.8736520906538755	0.002398349043449155	0.533119388767662	0.5	0.9813715049008105	0.018628495099189513	0.12109203171591984	0.5619747801513377	52.68120155038772	0.2525290479329807	0.3521281555571457	0.8757524507063252	0.9242090651750545	0.9177104940817111	0.08138227462768555	0.16833949089050293	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	5	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.238478899002075	1.840139627456665	1.9788742065429688e-05	2.6226043701171875e-06	Walklets CBOW	252	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	56.45906845824673	0.5625974138652272	0.12519482773045443	0.22609030563783172	0.5136290341670777	0.12745310900345766	0.9974118511035849	0.12778297662686966	0.4665188023571002	0.8722170233731303	0.002588148896415121	0.5334811976428998	0.5	0.9801478365241779	0.019852163475822082	0.1245865961573069	0.5625974138652272	49.372343609698625	0.253581739188584	0.3539014101207367	0.8744803086188189	0.9255740599138698	0.917953267276189	0.0959768295288086	0.1835494041442871	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.528812646865845	1.8026916980743408	7.3909759521484375e-06	1.6689300537109375e-06	Walklets CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	59.63919818588701	0.5627475040437281	0.12549500808745595	0.22637785562737456	0.5147425486565225	0.12763589829188227	0.9975458753974008	0.12794913269005523	0.4664379474940334	0.8720508673099447	0.0024541246025991947	0.5335620525059666	0.5	0.981180496150556	0.018819503849443975	0.12164634000056757	0.562747504043728	52.1363636363625	0.25416061911045157	0.35431792714292865	0.8741962538440033	0.9239302286583116	0.9174920082803624	0.0959768295288086	0.1835494041442871	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.528812646865845	1.8026916980743408	7.3909759521484375e-06	1.6689300537109375e-06	Walklets CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	56.45906845824673	0.5625974138652272	0.12519482773045443	0.22609030563783172	0.5136290341670777	0.12745310900345766	0.9974118511035849	0.12778297662686966	0.4665188023571002	0.8722170233731303	0.002588148896415121	0.5334811976428998	0.5	0.9801478365241779	0.019852163475822082	0.1245865961573069	0.5625974138652272	49.372343609698625	0.253581739188584	0.3539014101207367	0.8744803086188189	0.9255740593485731	0.9179532668959088	0.0774374008178711	0.15583419799804688	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.528812646865845	1.8026916980743408	7.3909759521484375e-06	1.6689300537109375e-06	Walklets CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	59.63919818588701	0.5627475040437281	0.12549500808745595	0.22637785562737456	0.5147425486565225	0.12763589829188227	0.9975458753974008	0.12794913269005523	0.4664379474940334	0.8720508673099447	0.0024541246025991947	0.5335620525059666	0.5	0.981180496150556	0.018819503849443975	0.12164634000056757	0.562747504043728	52.1363636363625	0.25416061911045157	0.35431792714292865	0.8741962538440033	0.923930228841942	0.9174920089917269	0.0774374008178711	0.15583419799804688	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	6	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.528812646865845	1.8026916980743408	7.3909759521484375e-06	1.6689300537109375e-06	Walklets CBOW	294	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	59.2266534743169	0.561431933465749	0.12286386693149809	0.22218222660342168	0.5139186661756288	0.12497469084187147	0.9975876995919075	0.12527616733959054	0.4671892564845505	0.8747238326604094	0.0024123004080924826	0.5328107435154494	0.5	0.9811079226601792	0.01889207733982079	0.12185607054618647	0.561431933465749	51.93224149004402	0.2512807883914236	0.3505844267753128	0.8768390318146874	0.9246865208145052	0.9172337658483783	0.10316848754882812	0.20231103897094727	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.248590469360352	1.8382339477539062	2.0503997802734375e-05	2.384185791015625e-06	Walklets CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	55.893751734926205	0.5612264580660754	0.12245291613215104	0.22172343929378932	0.5127113652218251	0.12468445245982201	0.9974505921505197	0.12500232398163125	0.4673013887182313	0.8749976760183688	0.002549407849480323	0.5326986112817687	0.5	0.9800127539400565	0.01998724605994351	0.12496440745437296	0.5612264580660755	49.03190519598973	0.2505653643373496	0.3500055310622185	0.8772341035277342	0.9228445447201105	0.9160135531748946	0.10316848754882812	0.20231103897094727	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.248590469360352	1.8382339477539062	2.0503997802734375e-05	2.384185791015625e-06	Walklets CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	59.2266534743169	0.561431933465749	0.12286386693149809	0.22218222660342168	0.5139186661756288	0.12497469084187147	0.9975876995919075	0.12527616733959054	0.4671892564845505	0.8747238326604094	0.0024123004080924826	0.5328107435154494	0.5	0.9811079226601792	0.01889207733982079	0.12185607054618647	0.561431933465749	51.93224149004402	0.2512807883914236	0.3505844267753128	0.8768390318146874	0.9246865244445263	0.9172337670362839	0.08202695846557617	0.1556406021118164	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.248590469360352	1.8382339477539062	2.0503997802734375e-05	2.384185791015625e-06	Walklets CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	55.893751734926205	0.5612264580660754	0.12245291613215104	0.22172343929378932	0.5127113652218251	0.12468445245982201	0.9974505921505197	0.12500232398163125	0.4673013887182313	0.8749976760183688	0.002549407849480323	0.5326986112817687	0.5	0.9800127539400565	0.01998724605994351	0.12496440745437296	0.5612264580660755	49.03190519598973	0.2505653643373496	0.3500055310622185	0.8772341035277342	0.9228445416740081	0.916013545811436	0.08202695846557617	0.1556406021118164	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	7	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.248590469360352	1.8382339477539062	2.0503997802734375e-05	2.384185791015625e-06	Walklets CBOW	336	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	56.022343077112886	0.5614176022012822	0.12283520440256446	0.22233043048267906	0.5128566663863192	0.12506847970798476	0.9974474855990159	0.12538771880354857	0.4671924992510175	0.8746122811964514	0.0025525144009841405	0.5328075007489825	0.5	0.9800491656373368	0.019950834362663206	0.12486271831161944	0.5614176022012822	49.12321699544748	0.2509917397939249	0.35055117913735045	0.8768504546093513	0.9226883218882146	0.9147712924526025	0.10047578811645508	0.17467975616455078	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.129254579544067	1.814349889755249	7.62939453125e-06	1.9073486328125e-06	Walklets CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	55.6195582710279	0.5616378028148066	0.12327560562961315	0.22306477223346918	0.5128314967428609	0.12553342898933026	0.9974180564076821	0.12585754922193096	0.46706609132958743	0.8741424507780691	0.0025819435923178924	0.5329339086704126	0.5	0.9798975880724483	0.02010241192755169	0.12528531199724133	0.5616378028148066	48.745274527451876	0.2514351076260376	0.3511801659024604	0.8764052797744563	0.9200676863985936	0.9130187702457881	0.10047578811645508	0.17467975616455078	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.129254579544067	1.814349889755249	7.62939453125e-06	1.9073486328125e-06	Walklets CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	56.022343077112886	0.5614176022012822	0.12283520440256446	0.22233043048267906	0.5128566663863192	0.12506847970798476	0.9974474855990159	0.12538771880354857	0.4671924992510175	0.8746122811964514	0.0025525144009841405	0.5328075007489825	0.5	0.9800491656373368	0.019950834362663206	0.12486271831161944	0.5614176022012822	49.12321699544748	0.2509917397939249	0.35055117913735045	0.8768504546093513	0.9226883264249908	0.914771295104641	0.07773208618164062	0.15892577171325684	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.129254579544067	1.814349889755249	7.62939453125e-06	1.9073486328125e-06	Walklets CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	55.6195582710279	0.5616378028148066	0.12327560562961315	0.22306477223346918	0.5128314967428609	0.12553342898933026	0.9974180564076821	0.12585754922193096	0.46706609132958743	0.8741424507780691	0.0025819435923178924	0.5329339086704126	0.5	0.9798975880724483	0.02010241192755169	0.12528531199724133	0.5616378028148066	48.745274527451876	0.2514351076260376	0.3511801659024604	0.8764052797744563	0.9200677067491495	0.9130187822807286	0.07773208618164062	0.15892577171325684	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.129254579544067	1.814349889755249	7.62939453125e-06	1.9073486328125e-06	Walklets CBOW	378	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	56.73878716001793	0.5598678889815042	0.11973577796300838	0.21728555615329456	0.5122878557394257	0.12188466689283123	0.9975528397594207	0.12218293820358762	0.4680767570537221	0.8778170617964124	0.002447160240579338	0.5319232429462779	0.5	0.9803646127931478	0.019635387206852206	0.12397707685400727	0.5598678889815042	49.92845837290253	0.24766748867778648	0.34609800476438646	0.8799704905938768	0.9211341786966721	0.9132823150414725	0.1108405590057373	0.19788575172424316	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.460855960845947	1.8933320045471191	1.8358230590820312e-05	2.6226043701171875e-06	Walklets CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	55.59827299001244	0.5597181939873948	0.1194363879747895	0.2168723505837758	0.5118163023083917	0.1216246916785668	0.9975086916913009	0.12192769628348858	0.46816016256636783	0.8780723037165115	0.002491308308699147	0.5318398374336322	0.5	0.9799764648747595	0.020023535125240466	0.12506564415211982	0.5597181939873948	48.94123134328321	0.24724378749389675	0.3456678648272305	0.8802653160121522	0.9185026461917662	0.911436886355327	0.1108405590057373	0.19788575172424316	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.460855960845947	1.8933320045471191	1.8358230590820312e-05	2.6226043701171875e-06	Walklets CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	56.73878716001793	0.5598678889815042	0.11973577796300838	0.21728555615329456	0.5122878557394257	0.12188466689283123	0.9975528397594207	0.12218293820358762	0.4680767570537221	0.8778170617964124	0.002447160240579338	0.5319232429462779	0.5	0.9803646127931478	0.019635387206852206	0.12397707685400727	0.5598678889815042	49.92845837290253	0.24766748867778648	0.34609800476438646	0.8799704905938768	0.9211341784038221	0.9132823146822141	0.09781146049499512	0.1639728546142578	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.460855960845947	1.8933320045471191	1.8358230590820312e-05	2.6226043701171875e-06	Walklets CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	55.59827299001244	0.5597181939873948	0.1194363879747895	0.2168723505837758	0.5118163023083917	0.1216246916785668	0.9975086916913009	0.12192769628348858	0.46816016256636783	0.8780723037165115	0.002491308308699147	0.5318398374336322	0.5	0.9799764648747595	0.020023535125240466	0.12506564415211982	0.5597181939873948	48.94123134328321	0.24724378749389675	0.3456678648272305	0.8802653160121522	0.9185026422761206	0.9114368787262535	0.09781146049499512	0.1639728546142578	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		3.075599670410156e-05	2.6226043701171875e-06	1.6689300537109375e-06	7.460855960845947	1.8933320045471191	1.8358230590820312e-05	2.6226043701171875e-06	Walklets CBOW	420	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	55.624083982643434	0.5597269003256683	0.1194538006513366	0.21689889529216025	0.511829932408215	0.12164138910547029	0.9975094586345481	0.1219443420167885	0.4681552510246219	0.8780556579832115	0.0024905413654519037	0.5318447489753781	0.5	0.9799851834328368	0.020014816567163196	0.12504133173062842	0.5597269003256683	48.96298600311019	0.24726510209343733	0.3456929972966173	0.8802479519193209	0.9262399107571674	0.9185941138417223	0.10473966598510742	0.1874372959136963	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.6702880859375e-05	2.1457672119140625e-06	1.6689300537109375e-06	6.85632848739624	0.8487308025360107	5.7220458984375e-06	1.430511474609375e-06	Walklets CBOW	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	56.650820193884876	0.5598343930689572	0.11966878613791443	0.21718258224374196	0.5122405088715571	0.12181986785672888	0.9975505233606634	0.122118262777251	0.4680956788861338	0.877881737222749	0.0024494766393365897	0.5319043211138662	0.5	0.980336187757691	0.019663812242308953	0.12405722867628623	0.5598343930689572	49.854838709678496	0.2475867522855915	0.34600137598952146	0.880037368197893	0.924356166089618	0.9175022543454435	0.10473966598510742	0.1874372959136963	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.6702880859375e-05	2.1457672119140625e-06	1.6689300537109375e-06	6.85632848739624	0.8487308025360107	5.7220458984375e-06	1.430511474609375e-06	Walklets CBOW	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	55.624083982643434	0.5597269003256683	0.1194538006513366	0.21689889529216025	0.511829932408215	0.12164138910547029	0.9975094586345481	0.1219443420167885	0.4681552510246219	0.8780556579832115	0.0024905413654519037	0.5318447489753781	0.5	0.9799851834328368	0.020014816567163196	0.12504133173062842	0.5597269003256683	48.96298600311019	0.24726510209343733	0.3456929972966173	0.8802479519193209	0.9262398964015112	0.9185941019823927	0.08008670806884766	0.15986418724060059	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.6702880859375e-05	2.1457672119140625e-06	1.6689300537109375e-06	6.85632848739624	0.8487308025360107	5.7220458984375e-06	1.430511474609375e-06	Walklets CBOW	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
1	test	0.1288612562635842	1.0	False	False	56.650820193884876	0.5598343930689572	0.11966878613791443	0.21718258224374196	0.5122405088715571	0.12181986785672888	0.9975505233606634	0.122118262777251	0.4680956788861338	0.877881737222749	0.0024494766393365897	0.5319043211138662	0.5	0.980336187757691	0.019663812242308953	0.12405722867628623	0.5598343930689572	49.854838709678496	0.2475867522855915	0.34600137598952146	0.880037368197893	0.9243561424823251	0.9175022378837179	0.08008670806884766	0.15986418724060059	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.6702880859375e-05	2.1457672119140625e-06	1.6689300537109375e-06	6.85632848739624	0.8487308025360107	5.7220458984375e-06	1.430511474609375e-06	Walklets CBOW	42	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
0	train	0.1288612562635842	1.0	False	False	54.91954741659291	0.5601107458144962	0.12022149162899232	0.21818649932054648	0.5117803894349731	0.12245192846352668	0.9974583308802341	0.12276316074875822	0.46793572268590183	0.8772368392512417	0.0025416691197659436	0.5320642773140982	0.5	0.979716112120875	0.02028388787912505	0.12578876646612136	0.5601107458144962	48.30021334958942	0.2480463702704376	0.3468040463438156	0.8794721664985247	0.9273034965587689	0.9198724050295308	0.09804439544677734	0.2193765640258789	Edge Prediction	Perceptron	Ensmallen	kg-monarch-2022-12-11	417966	10017627	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""biolink:has_phenotype""]}"	False	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		2.6702880859375e-05	2.1457672119140625e-06	1.6689300537109375e-06	6.311110734939575	0.8814370632171631	1.1682510375976562e-05	2.1457672119140625e-06	Walklets CBOW	84	['Degree']		100	10	1	4096	False	0.01	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32			6.0	10	128	10	4	100	None	None	False	False	False	1.0	1.0
