	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	balanced_accuracy	negative_predictive_value	prevalence	miss_rate	markedness	false_omission_rate	f1_score	matthews_correlation_coefficient	fall_out	prevalence_threshold	false_discovery_rate	specificity	informedness	diagnostic_odds_ratio	accuracy	positive_likelyhood_ratio	fowlkes_mallows_index	recall	negative_likelyhood_ratio	threat_score	precision	auroc	auprc	time_required_for_training	time_required_for_evaluation	time	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')	('features_parameters', 'random_state')	('features_parameters', 'embedding_size')	('features_parameters', 'epochs')	('features_parameters', 'learning_rate')	('features_parameters', 'learning_rate_decay')	('features_parameters', 'avoid_false_negatives')	('features_parameters', 'use_scale_free_distribution')	('features_parameters', 'node_embedding_path')	('features_parameters', 'dtype')	('features_parameters', 'verbose')	('features_parameters', 'contextual_node_embedding_path')	('features_parameters', 'clipping_value')	('features_parameters', 'number_of_negative_samples')	('features_parameters', 'walk_length')	('features_parameters', 'iterations')	('features_parameters', 'window_size')	('features_parameters', 'max_neighbours')	('features_parameters', 'central_nodes_embedding_path')	('features_parameters', 'contextual_nodes_embedding_path')	('features_parameters', 'normalize_by_degree')	('features_parameters', 'stochastic_downsample_by_degree')	('features_parameters', 'normalize_learning_rate_by_degree')	('features_parameters', 'return_weight')	('features_parameters', 'explore_weight')
0	train	0.007185042262073829	1.0	False	False	0.9596510359869139	0.9581521739130435	0.5	0.041984732824427495	0.9193119113309867	0.04184782608695652	0.959584926269798	0.9193069916392433	0.038713195201744766	0.16737568999629415	0.03884026258205686	0.9612868047982552	0.9193020719738279	566.5979513444308	0.9596510359869138	24.74647887323947	0.9595862142824134	0.9580152671755725	0.04367555303460013	0.9223097112860892	0.9611597374179431	0.991257764104418	0.9895682634826777	4.628994464874268	0.007219552993774414	1689653075.6521544	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.9788742065429688e-05	1.430511474609375e-06	1.430511474609375e-06	87.93242168426514	87.7414140701294	2.2172927856445312e-05	3.0994415283203125e-06	9.5367431640625e-06	DeepWalk CBOW	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.8788870703764321	0.8237762237762238	0.5	0.20621931260229132	0.7803837188452574	0.17622377622377622	0.8676207513416816	0.7689958400443331	0.036006546644844484	0.17558464809704927	0.04339250493096647	0.9639934533551555	0.7577741407528642	103.0537518037519	0.8788870703764321	22.045454545454565	0.8713991938289234	0.7937806873977087	0.21392190152801357	0.7661927330173776	0.9566074950690335	0.958802210430166	0.9595142644657758	4.628994464874268	0.007219552993774414	1689653075.6521544	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	8	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.9788742065429688e-05	1.430511474609375e-06	1.430511474609375e-06	87.93242168426514	87.7414140701294	2.2172927856445312e-05	3.0994415283203125e-06	9.5367431640625e-06	DeepWalk CBOW	378		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.843784078516903	0.8116658428077113	0.5	0.20774263904034895	0.6949485175797476	0.1883341571922887	0.8352974992814027	0.6912484874961266	0.10468920392584513	0.2665993551846233	0.11671732522796352	0.8953107960741549	0.6875681570338059	32.61463801399826	0.843784078516903	7.567708333333335	0.8365328450791848	0.792257360959651	0.2320341047503045	0.7171767028627838	0.8832826747720365	0.9175307323558758	0.8994242962647165	4.773017406463623	0.007959604263305664	1689653169.1608078	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.9788742065429688e-05	1.430511474609375e-06	1.430511474609375e-06	88.21617102622986	88.01580572128296	2.2172927856445312e-05	3.0994415283203125e-06	8.821487426757812e-06	DeepWalk CBOW	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.6350245499181669	0.5893824485373781	0.5	0.6202945990180033	0.3653021809788497	0.4106175514626219	0.5098901098901099	0.3140852195528912	0.10965630114566283	0.3495489636610279	0.2240802675585284	0.8903436988543372	0.27004909983633385	4.970188634663097	0.6350245499181669	3.4626865671641798	0.5427899346308226	0.37970540098199673	0.6966911764705883	0.3421828908554572	0.7759197324414716	0.7447076376630299	0.7237875593534535	4.773017406463623	0.007959604263305664	1689653169.1608078	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.9788742065429688e-05	1.430511474609375e-06	1.430511474609375e-06	88.21617102622986	88.01580572128296	2.2172927856445312e-05	3.0994415283203125e-06	8.821487426757812e-06	DeepWalk CBOW	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.9482006543075245	0.9491803278688524	0.5	0.050708833151581256	0.896405572700191	0.05081967213114754	0.9482570806100218	0.8964034406550846	0.05288985823336967	0.19096500519057877	0.05277475516866159	0.9471101417666303	0.8964013086150491	335.23079481210505	0.9482006543075245	17.948453608247426	0.9482576432247832	0.9492911668484187	0.05354058721934371	0.9016053858104609	0.9472252448313384	0.9867931439226818	0.9846052771732082	4.726970672607422	0.007652997970581055	1689653174.3021255	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.9788742065429688e-05	1.430511474609375e-06	1.430511474609375e-06	88.21617102622986	88.01580572128296	2.2172927856445312e-05	3.0994415283203125e-06	8.821487426757812e-06	DeepWalk CBOW	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.8543371522094927	0.7994467496542186	0.5	0.237315875613748	0.7333144851251605	0.20055325034578148	0.8396396396396396	0.7208891264726077	0.054009819967266726	0.2101802869605137	0.06613226452905807	0.9459901800327333	0.7086743044189854	56.29007314524559	0.8543371522094927	14.121212121212134	0.8439467377271076	0.762684124386252	0.25086505190311426	0.7236024844720497	0.9338677354709419	0.9392479930140549	0.946712580462066	4.726970672607422	0.007652997970581055	1689653174.3021255	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	9	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.9788742065429688e-05	1.430511474609375e-06	1.430511474609375e-06	88.21617102622986	88.01580572128296	2.2172927856445312e-05	3.0994415283203125e-06	8.821487426757812e-06	DeepWalk CBOW	420		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		False		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.7758996728462377	0.7697228144989339	0.5	0.23555070883315155	0.5520888859275053	0.2302771855010661	0.773303916161059	0.5519440968240217	0.212649945474373	0.3453021130181406	0.2176339285714286	0.787350054525627	0.5517993456924755	12.0161918328585	0.7758996728462377	3.5948717948717945	0.7733557969890464	0.7644492911668485	0.29916897506925205	0.6303956834532374	0.7823660714285714	0.8484155607933984	0.8618316653085615	4.659040451049805	0.006247520446777344	1689653400.0375297	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	220.45628905296326	220.2656888961792	2.6464462280273438e-05	3.337860107421875e-06	7.62939453125e-06	DeepWalk SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.6194762684124386	0.5862884160756501	0.5	0.5728314238952537	0.28043735224586275	0.41371158392434987	0.5288753799392097	0.25886524822695034	0.18821603927986907	0.3989614836696638	0.3058510638297872	0.8117839607201309	0.23895253682487727	3.2162981366459635	0.6194762684124386	2.2695652173913046	0.5445352262879365	0.42716857610474634	0.7056451612903225	0.359504132231405	0.6941489361702128	0.6431596400952532	0.6963416779565696	4.659040451049805	0.006247520446777344	1689653400.0375297	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	220.45628905296326	220.2656888961792	2.6464462280273438e-05	3.337860107421875e-06	7.62939453125e-06	DeepWalk SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.9645583424209379	0.9701986754966887	0.5	0.0294438386041439	0.9292503996346198	0.029801324503311258	0.964769647696477	0.929183539832958	0.04143947655398039	0.17124665245766146	0.04094827586206895	0.9585605234460196	0.9291166848418757	762.48538011696	0.9645583424209379	23.421052631578938	0.9647867950793003	0.9705561613958561	0.03071672354948801	0.9319371727748691	0.959051724137931	0.9921647655041271	0.982490211722673	4.6483073234558105	0.007523298263549805	1689653405.0919154	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	220.45628905296326	220.2656888961792	2.6464462280273438e-05	3.337860107421875e-06	7.62939453125e-06	DeepWalk SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.9009819967266776	0.8510028653295129	0.5	0.17021276595744683	0.8185601172379098	0.1489971346704871	0.8933920704845815	0.8102195631443125	0.02782324058919805	0.15477259096134094	0.03244274809160308	0.972176759410802	0.8019639934533551	170.3382352941175	0.9009819967266776	29.82352941176469	0.8960282673213399	0.8297872340425532	0.17508417508417512	0.8073248407643312	0.9675572519083969	0.9341344312267459	0.942292079242083	4.6483073234558105	0.007523298263549805	1689653405.0919154	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	0	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	220.45628905296326	220.2656888961792	2.6464462280273438e-05	3.337860107421875e-06	7.62939453125e-06	DeepWalk SkipGram	42		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.7663576881134133	0.774592467678471	0.5	0.21864776444929113	0.5331949028293446	0.22540753232152894	0.7698092935804459	0.532955085596301	0.24863685932388224	0.3606564026181623	0.24139756484912656	0.7513631406761178	0.5327153762268266	10.799065931662074	0.7663576881134133	3.142543859649123	0.7698933098808864	0.7813522355507089	0.29100145137880984	0.625764192139738	0.7586024351508734	0.8383821318866105	0.864467688730997	4.849622964859009	0.008222579956054688	1689653626.7932756	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	216.3304922580719	216.13839435577393	2.9325485229492188e-05	3.0994415283203125e-06	7.152557373046875e-06	DeepWalk SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.6104746317512275	0.5908479138627187	0.5	0.49754500818330605	0.2317664942385016	0.40915208613728127	0.563302752293578	0.22629325267568834	0.2815057283142389	0.42808303392206587	0.35908141962421714	0.7184942716857611	0.22094926350245503	2.577513004895961	0.6104746317512275	1.7848837209302328	0.5674792860165744	0.502454991816694	0.6924829157175398	0.39208173690932313	0.6409185803757829	0.6126148810273196	0.6897458400931606	4.849622964859009	0.008222579956054688	1689653626.7932756	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	216.3304922580719	216.13839435577393	2.9325485229492188e-05	3.0994415283203125e-06	7.152557373046875e-06	DeepWalk SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.9749182115594329	0.9687836383207751	0.5	0.031624863685932425	0.9499991079340346	0.031216361679224973	0.9747530186608123	0.9499177620437345	0.018538713195201728	0.12154509807951931	0.018784530386740328	0.9814612868047983	0.9498364231188658	1621.095334685598	0.9749182115594329	52.2352941176471	0.974774160582959	0.9683751363140676	0.032222222222222256	0.9507494646680942	0.9812154696132597	0.9974083975411737	0.997314490190888	4.7764928340911865	0.0059909820556640625	1689653631.9882107	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	216.3304922580719	216.13839435577393	2.9325485229492188e-05	3.0994415283203125e-06	7.152557373046875e-06	DeepWalk SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.9042553191489362	0.8538681948424068	0.5	0.1669394435351882	0.8252422406439335	0.14613180515759314	0.8969162995594714	0.8168336003944703	0.02454991816693941	0.14651515598154033	0.028625954198473247	0.9754500818330606	0.8085106382978724	198.27712418300683	0.9042553191489362	33.93333333333338	0.899562895594797	0.8330605564648118	0.1711409395973154	0.8130990415335463	0.9713740458015268	0.9514539766045843	0.9570888604972058	4.7764928340911865	0.0059909820556640625	1689653631.9882107	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	216.3304922580719	216.13839435577393	2.9325485229492188e-05	3.0994415283203125e-06	7.152557373046875e-06	DeepWalk SkipGram	84		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.7565430752453653	0.7220386974988202	0.5	0.32115594329334785	0.525783048693139	0.2779613025011798	0.7360331067100206	0.5193958032630251	0.16575790621592146	0.33071974722800845	0.19625564880568114	0.8342420937840785	0.5130861504907307	10.638291931016	0.7565430752453653	4.095394736842106	0.7386589713256095	0.6788440567066522	0.3849673202614379	0.5823199251637043	0.8037443511943189	0.8127895001599498	0.8414130476635988	4.703083038330078	0.007932186126708984	1689653856.4326084	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	219.23597383499146	219.04079413414001	2.9325485229492188e-05	3.5762786865234375e-06	7.62939453125e-06	DeepWalk SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.5867430441898527	0.5587583148558759	0.5	0.6513911620294599	0.22438331485587604	0.44124168514412415	0.45757250268528465	0.19730023718185882	0.17512274959083474	0.41478192250769574	0.334375	0.8248772504091653	0.17348608837970536	2.5208284412717785	0.5867430441898527	1.990654205607476	0.48170816660519755	0.3486088379705401	0.7896825396825398	0.2966573816155989	0.665625	0.56514634858473	0.6396743921317724	4.703083038330078	0.007932186126708984	1689653856.4326084	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	219.23597383499146	219.04079413414001	2.9325485229492188e-05	3.5762786865234375e-06	7.62939453125e-06	DeepWalk SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.9760087241003272	0.9786184210526315	0.5	0.021264994547437244	0.9520457529398332	0.02138157894736842	0.9760739532354541	0.9520316004650532	0.026717557251908386	0.14179386156953494	0.026572668112798237	0.9732824427480916	0.9520174482006545	1676.6483516483565	0.9760087241003271	36.63265306122451	0.9760775609460008	0.9787350054525628	0.021848739495798266	0.9532660647902284	0.9734273318872018	0.9931242411305178	0.9767436836013766	4.619251012802124	0.007760286331176758	1689653861.457893	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	219.23597383499146	219.04079413414001	2.9325485229492188e-05	3.5762786865234375e-06	7.62939453125e-06	DeepWalk SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.9034369885433715	0.8516405135520685	0.5	0.17021276595744683	0.824769112400437	0.14835948644793154	0.8957597173144877	0.8157724767978163	0.022913256955810146	0.14249417663144462	0.026871401151631447	0.9770867430441899	0.806873977086743	207.88392857142856	0.9034369885433715	36.214285714285715	0.8986043002379263	0.8297872340425532	0.17420435510887775	0.8112	0.9731285988483686	0.952624550989631	0.9621895775154915	4.619251012802124	0.007760286331176758	1689653861.457893	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	219.23597383499146	219.04079413414001	2.9325485229492188e-05	3.5762786865234375e-06	7.62939453125e-06	DeepWalk SkipGram	126		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.7788985823336969	0.7722192655667909	0.5	0.23336968375136313	0.558133183956953	0.22778073443320915	0.776152359922716	0.5579651490173676	0.20883315158124316	0.3429366858606139	0.21408608160983789	0.7911668484187568	0.5577971646673938	12.445438129865062	0.7788985823336968	3.6710182767624024	0.7762122363114713	0.7666303162486369	0.2949689869055823	0.6341903473161931	0.7859139183901621	0.8267487593487369	0.865863835057267	4.706944942474365	0.006026744842529297	1689654084.9512317	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	217.90102553367615	217.70793533325195	2.765655517578125e-05	3.0994415283203125e-06	7.62939453125e-06	DeepWalk SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.6366612111292962	0.6014580801944107	0.5	0.5368248772504092	0.3107312631518042	0.3985419198055893	0.5603960396039604	0.2914272147829081	0.18985270049099834	0.3903292715008737	0.2907268170426065	0.8101472995090017	0.2733224222585924	3.681796677880573	0.6366612111292962	2.4396551724137936	0.5731646304329008	0.46317512274959083	0.6626262626262626	0.3892709766162311	0.7092731829573935	0.6100567608037051	0.6960463746686008	4.706944942474365	0.006026744842529297	1689654084.9512317	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	217.90102553367615	217.70793533325195	2.765655517578125e-05	3.0994415283203125e-06	7.62939453125e-06	DeepWalk SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	True	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
0	train	0.007185042262073829	1.0	False	False	0.9730098146128681	0.9758639605046626	0.5	0.02399127589967287	0.9460536624016815	0.024136039495337356	0.9730905137265561	0.946036645660668	0.029989094874591005	0.14914549267708616	0.02981029810298108	0.970010905125409	0.9460196292257361	1315.8719008264472	0.9730098146128681	32.545454545454604	0.9730948633528933	0.9760087241003271	0.024732996065205196	0.9475913181577554	0.9701897018970189	0.9945566537319432	0.9842142752640074	4.693086624145508	0.0054972171783447266	1689654090.0514545	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	217.90102553367615	217.70793533325195	2.765655517578125e-05	3.0994415283203125e-06	7.62939453125e-06	DeepWalk SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
1	test	0.007185042262073829	1.0	False	False	0.8968903436988543	0.8479196556671449	0.5	0.17348608837970536	0.8098244175719067	0.15208034433285508	0.8890845070422535	0.8017624229481431	0.032733224222585955	0.16597681693032768	0.03809523809523807	0.967266775777414	0.7937806873977087	140.7806603773584	0.8968903436988543	25.24999999999998	0.8916432399609683	0.8265139116202946	0.17935702199661588	0.8003169572107766	0.9619047619047619	0.9429800359476161	0.9565098800304555	4.693086624145508	0.0054972171783447266	1689654090.0514545	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	3	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	False	72	3.8.17	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-glibc2.17	10		1.6927719116210938e-05	1.6689300537109375e-06	1.430511474609375e-06	217.90102553367615	217.70793533325195	2.765655517578125e-05	3.0994415283203125e-06	7.62939453125e-06	DeepWalk SkipGram	168		['Hadamard']	100	10	1000	32	False	0.001	0.9	0.999	False	False	42	100	30	0.01	0.9		True		f32	True		6.0	10	128	10	5	100	None	None	False	False	False		
